state,district,cluster_label,total_bio,ratio_5_17,ratio_17_plus,key_insight,recommendation
Andhra Pradesh,Karim Nagar,Medium Load,249,0.2128514056224899,0.7871485943775101,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,Karimnagar,Medium Load,2358,0.2217981340118744,0.7782018659881256,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,Khammam,Medium Load,4324,0.2789084181313598,0.7210915818686402,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,Krishna,High Load,26706,0.6297461244664121,0.3702538755335879,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Andhra Pradesh,Kurnool,High Load,38359,0.7232722438019761,0.2767277561980239,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Andhra Pradesh,Mahabub Nagar,Medium Load,734,0.103542234332425,0.896457765667575,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,Mahabubnagar,Low Load,42,0.2142857142857142,0.7857142857142857,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Andhra Pradesh,Mahbubnagar,Medium Load,1572,0.1844783715012722,0.8155216284987278,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,Medak,Medium Load,2642,0.220666161998486,0.779333838001514,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,N. T. R,Low Load,1463,0.3636363636363636,0.6363636363636364,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Andhra Pradesh,Nalgonda,Medium Load,3282,0.1505179768433882,0.8494820231566118,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,Nandyal,Medium Load,1384,0.5679190751445087,0.4320809248554913,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,Nellore,High Load,11666,0.4606548945654037,0.5393451054345962,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Andhra Pradesh,Nizamabad,Medium Load,1234,0.2658022690437601,0.7341977309562399,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,Palnadu,Low Load,1306,0.5719754977029097,0.4280245022970903,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Andhra Pradesh,Parvathipuram Manyam,Low Load,1137,0.4678979771328056,0.5321020228671943,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Andhra Pradesh,Prakasam,High Load,19234,0.6234792554850785,0.3765207445149215,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Andhra Pradesh,Rangareddi,Medium Load,6925,0.1842599277978339,0.815740072202166,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,Sri Potti Sriramulu Nellore,Medium Load,1451,0.5720192970365265,0.4279807029634734,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,Sri Sathya Sai,Medium Load,1711,0.5949736995908825,0.4050263004091174,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,Srikakulam,High Load,29982,0.7665932893069175,0.2334067106930825,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Andhra Pradesh,Tirupati,Medium Load,1554,0.4948519948519948,0.5051480051480052,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,Visakhapatnam,High Load,36998,0.5906265203524514,0.4093734796475485,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Andhra Pradesh,Vizianagaram,High Load,18508,0.648476334558029,0.351523665441971,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Andhra Pradesh,Warangal,Medium Load,5595,0.233958891867739,0.7660411081322609,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Andhra Pradesh,West Godavari,High Load,25341,0.6182076476855688,0.3817923523144311,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Andhra Pradesh,Y. S. R,Medium Load,1051,0.5299714557564225,0.4700285442435775,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Arunachal Pradesh,Anjaw,Low Load,134,0.4104477611940298,0.5895522388059702,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Changlang,Low Load,823,0.5880923450789793,0.4119076549210206,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Dibang Valley,Low Load,57,0.2807017543859649,0.7192982456140351,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,East Kameng,Low Load,459,0.4335511982570806,0.5664488017429193,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,East Siang,Low Load,266,0.5075187969924813,0.4924812030075188,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Kamle,Low Load,25,0.4,0.6,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Kra Daadi,Low Load,197,0.3807106598984771,0.6192893401015228,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Kurung Kumey,Low Load,629,0.1478537360890302,0.8521462639109698,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Leparada,Low Load,1,1.0,0.0,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Lohit,Low Load,507,0.2426035502958579,0.757396449704142,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Longding,Low Load,290,0.506896551724138,0.493103448275862,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Lower Dibang Valley,Low Load,197,0.4060913705583756,0.5939086294416244,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Lower Siang,Low Load,39,0.6923076923076923,0.3076923076923077,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Lower Subansiri,Low Load,248,0.3911290322580645,0.6088709677419355,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Namsai,Low Load,487,0.4373716632443531,0.5626283367556468,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Pakke Kessang,Low Load,18,0.6666666666666666,0.3333333333333333,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Papum Pare,Low Load,1064,0.3261278195488721,0.6738721804511278,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Shi-Yomi,Low Load,27,0.5555555555555556,0.4444444444444444,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Siang,Low Load,117,0.4615384615384615,0.5384615384615384,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Tawang,Low Load,198,0.6060606060606061,0.3939393939393939,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Tirap,Low Load,180,0.5611111111111111,0.4388888888888889,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Upper Siang,Low Load,127,0.4251968503937008,0.5748031496062992,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,Upper Subansiri,Low Load,559,0.3881932021466905,0.6118067978533095,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,West Kameng,Low Load,613,0.3066884176182708,0.6933115823817292,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Arunachal Pradesh,West Siang,Low Load,389,0.5475578406169666,0.4524421593830334,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Bajali,Low Load,9,0.2222222222222222,0.7777777777777778,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Baksa,Low Load,1868,0.7178800856531049,0.2821199143468951,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Barpeta,Medium Load,10808,0.8098630643967432,0.1901369356032568,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Assam,Biswanath,Low Load,846,0.6252955082742316,0.3747044917257683,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Bongaigaon,Low Load,4185,0.7201911589008363,0.2798088410991636,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Cachar,Medium Load,4523,0.4903824894981207,0.5096175105018793,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Assam,Charaideo,Low Load,621,0.6747181964573269,0.3252818035426731,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Chirang,Low Load,2295,0.7032679738562092,0.2967320261437908,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Darrang,Low Load,1610,0.4142857142857143,0.5857142857142857,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Dhemaji,Low Load,2462,0.6592201462225833,0.3407798537774167,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Dhubri,Medium Load,8422,0.8032533839943007,0.1967466160056993,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Assam,Dibrugarh,Low Load,3998,0.3834417208604302,0.6165582791395697,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Dima Hasao,Low Load,6,0.3333333333333333,0.6666666666666666,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Goalpara,Low Load,1451,0.4934527911784976,0.5065472088215024,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Golaghat,Low Load,1595,0.509090909090909,0.4909090909090909,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Hailakandi,Low Load,877,0.4583808437856328,0.5416191562143672,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Hojai,Low Load,2852,0.5596072931276297,0.4403927068723702,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Jorhat,Low Load,1505,0.6053156146179401,0.3946843853820598,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Kamrup,Medium Load,3978,0.6830065359477124,0.3169934640522875,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Assam,Kamrup Metro,Medium Load,3501,0.560982576406741,0.439017423593259,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Assam,Karbi Anglong,Low Load,3044,0.6527595269382391,0.3472404730617608,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Karimganj,Low Load,1908,0.5330188679245284,0.4669811320754717,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Kokrajhar,Low Load,4353,0.7966919365954515,0.2033080634045486,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Lakhimpur,Low Load,2825,0.5207079646017699,0.47929203539823,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Majuli,Low Load,446,0.773542600896861,0.226457399103139,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Marigaon,Low Load,3525,0.6539007092198581,0.3460992907801418,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Nagaon,Medium Load,8439,0.3924635620334162,0.6075364379665837,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Assam,Nalbari,Low Load,2424,0.8494224422442245,0.1505775577557755,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,North Cachar Hills,Low Load,250,0.48,0.52,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Sibsagar,Low Load,1259,0.6973788721207307,0.3026211278792692,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Sonitpur,Medium Load,3054,0.6087098886705959,0.391290111329404,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Assam,South Salmara Mankachar,Low Load,382,0.6518324607329843,0.3481675392670157,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Sribhumi,Low Load,31,0.1290322580645161,0.8709677419354839,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Tamulpur District,Low Load,6,0.5,0.5,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Tinsukia,Low Load,2014,0.5719960278053625,0.4280039721946375,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,Udalguri,Low Load,3300,0.7096969696969697,0.2903030303030303,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Assam,West Karbi Anglong,Low Load,265,0.350943396226415,0.6490566037735849,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Bihar,Araria,Medium Load,27036,0.482467820683533,0.5175321793164669,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Bihar,Arwal,Low Load,4742,0.3038802193167439,0.696119780683256,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Bihar,Aurangabad,Medium Load,13859,0.4402193520456021,0.5597806479543979,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Bihar,Aurangabad(Bh),Low Load,22,0.2727272727272727,0.7272727272727273,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Bihar,Banka,Medium Load,14809,0.4668107232088594,0.5331892767911405,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Bihar,Begusarai,Medium Load,25387,0.5151455469334699,0.4848544530665301,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Bihar,Bhabua,Low Load,10,0.1,0.9,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Bihar,Bhagalpur,Medium Load,25302,0.5274286617658683,0.4725713382341316,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Bihar,Bhojpur,Medium Load,17274,0.2966886650457335,0.7033113349542666,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Bihar,Buxar,Medium Load,8203,0.3902230891137389,0.6097769108862611,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Bihar,Darbhanga,High Load,31056,0.4292890262751159,0.5707109737248841,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Bihar,East Champaran,High Load,33912,0.4077022882755367,0.5922977117244633,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Bihar,Gaya,High Load,37734,0.4369534107171251,0.5630465892828749,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Bihar,Gopalganj,Medium Load,14055,0.4590537175382426,0.5409462824617574,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Bihar,Jamui,Medium Load,12667,0.5156706402463093,0.4843293597536907,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Bihar,Jehanabad,Low Load,6442,0.3736417261719962,0.6263582738280037,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Bihar,Kaimur (Bhabua),Medium Load,13938,0.4652747883484001,0.5347252116515999,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Bihar,Katihar,Medium Load,33639,0.4957638455364309,0.5042361544635691,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Bihar,Khagaria,Medium Load,13005,0.4712033833141099,0.5287966166858901,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
